resource_id,url,category,description,in_sources_md,sources_md_id,supporting_claims,claim_count,ingestion_batch
RES-0408,https://www.cicnews.com/2026/05/out-of-status-temporary-residents-gain-additional-options-under-new-rules-0574854.html,Backfilled (auto),CIC News citing official IRCC instructions direct primary source retrieval,no,,CL-610,1,backfill-2026-07
RES-0409,https://documents.un.org/doc/undoc/gen/g24/120/97/pdf/g2412097.pdf,Backfilled (auto),United Nations official document and OHCHR press release direct primary source r,no,,CL-611,1,backfill-2026-07
RES-0410,https://openpolicyontario.com/an-ontario-disability-odsp-ontario-works-ow-index/,Backfilled (auto),Open Policy Ontario direct primary source retrieval same trusted source as CL-44,no,,CL-613,1,backfill-2026-07
RES-0411,https://kmb.camh.ca/eenet/sites/default/files/pdfs/The%20Real%20Cost%20of%20Homelessness.pdf,Backfilled (auto),Gaetz 2012 Real Cost of Homelessness report cross-verified via CAMH knowledge mo,no,,CL-614,1,backfill-2026-07
RES-0412,https://homelesshub.ca/sites/default/files/WithoutAHome-final.pdf,Backfilled (auto),Gaetz OGrady Kidd Schwan 2016 direct primary source retrieval full report review,no,,CL-615,1,backfill-2026-07
RES-0413,https://www.homelesshub.ca/sites/default/files/attachments/COHPreventionFramework_1.pdf,Backfilled (auto),Gaetz and Dej 2017 Gaetz et al 2018 and Gaetz et al 2024 direct primary source r,no,,CL-616,1,backfill-2026-07
RES-0414,https://www.homelesshub.ca/,Backfilled (auto),Gaetz et al 2012 and Gaetz 2016 Canadian Observatory on Homelessness official de,no,,CL-617,1,backfill-2026-07
RES-0415,https://homelesshub.ca/sites/default/files/CanISeeYourID_nov9.pdf,Backfilled (auto),OGrady Gaetz and Buccieri 2011 direct primary source retrieval,no,,CL-618;CL-633;CL-665;CL-785,4,backfill-2026-07
RES-0416,https://homelesshub.ca/sites/default/files/SOHC16_final_20Oct2016.pdf,Backfilled (auto),Gaetz Dej Richter Redman 2016 direct primary source retrieval,no,,CL-619;CL-634,2,backfill-2026-07
RES-0417,https://homelesshub.ca/book/where-am-i-going-to-go-intersectional-approaches-to-ending-lgbtq2s-youth-homelessness-in-canada-the-u-s/,Backfilled (auto),Homeless Hub official book page direct primary source retrieval for book-level c,no,,CL-620,1,backfill-2026-07
RES-0418,https://yorkspace.library.yorku.ca/items/e78ec5a9-056f-421c-94e9-6acda0f95a5c,Backfilled (auto),Gaetz and Scott 2012 and Gaetz 2013 direct primary source retrieval with media c,no,,CL-621,1,backfill-2026-07
RES-0419,https://homelesshub.ca/wp-content/uploads/2023/12/ComingOfAgeHH_0.pdf,Backfilled (auto),Gaetz 2014 direct primary source retrieval full text,no,,CL-622;CL-623;CL-631,3,backfill-2026-07
RES-0420,https://jfcy.org/wp-content/uploads/2013/10/GaetzReportFinal.pdf,Backfilled (auto),Gaetz 2002 Street Justice direct primary source retrieval full text 208 youth su,no,,CL-624,1,backfill-2026-07
RES-0421,https://homelesshub.ca/blog/2025/from-crisis-response-to-prevention-lessons-from-making-the-shift-research/,Backfilled (auto),Homeless Hub official retrospective blog post on Making the Shift program conclu,no,,CL-625;CL-630,2,backfill-2026-07
RES-0422,https://doi.org/10.1016/j.childyouth.2023.107088,Backfilled (auto),Bonakdar Gaetz Banchani Schwan Kidd OGrady 2023 Children and Youth Services Revi,no,,CL-626,1,backfill-2026-07
RES-0423,https://pubmed.ncbi.nlm.nih.gov/33525910/,Backfilled (auto),Kidd Gaetz OGrady Schwan et al Canadian Journal of Psychiatry 2021 direct primar,no,,CL-627,1,backfill-2026-07
RES-0424,https://www.tandfonline.com/doi/full/10.1080/10530789.2025.2605707,Backfilled (auto),Bonakdar Banchani Drammeh Gaetz Somefun Naidoo Schwan Kidd Journal of Social Dis,no,,CL-628;CL-632,2,backfill-2026-07
RES-0425,https://johnhoward.on.ca/wp-content/uploads/2014/09/the-missing-link-aug-2007.pdf,Backfilled (auto),Gaetz and OGrady 2006 direct primary source retrieval via John Howard Society On,no,,CL-635;CL-638,2,backfill-2026-07
RES-0426,https://www.researchgate.net/publication/235910228_Taming_Disorderly_People_One_Ticket_at_a_Time_The_Penalization_of_Homelessness_in_Ontario_and_British_Columbia,Backfilled (auto),Academic analysis of the same OSSA ticketing dataset this library already relies,no,,CL-636;CL-639,2,backfill-2026-07
RES-0427,https://www.homelesshub.ca/sites/default/files/SOHC2014.pdf,Backfilled (auto),Gaetz Gulliver Richter 2014 direct primary source retrieval via search,no,,CL-637;CL-640,2,backfill-2026-07
RES-0428,https://news.ontario.ca/en/backgrounder/34673/a-place-to-call-home-report-of-the-expert-advisory-panel-on-homelessness,Backfilled (auto),"Ontario government official backgrounder and primary report direct retrieval, Ga",no,,CL-641,1,backfill-2026-07
RES-0429,https://edu.yorku.ca/edu-profiles/index.php?mid=112721,Backfilled (auto),Confirmed real via York University faculty bibliography,no,,CL-642,1,backfill-2026-07
RES-0430,https://www150.statcan.gc.ca/n1/en/catalogue/98M0001X2021001,Backfilled (auto),Statistics Canada official catalogue product page direct primary source retrieva,no,,CL-643,1,backfill-2026-07
RES-0431,https://www12.statcan.gc.ca/census-recensement/2026/ref/98-20-0005/2026002/98-20-00052026002-eng.cfm,Backfilled (auto),Statistics Canada official content change report and Homeless Hub direct primary,no,,CL-644,1,backfill-2026-07
RES-0432,https://www.pivotlegal.org/canada_must_recognize_the_rights_of_homeless_un_report,Backfilled (auto),Confirmed via legal affidavit citing primary UN documents directly plus GlobeNew,no,,CL-645,1,backfill-2026-07
RES-0433,https://www.ohchr.org/en/statements-and-speeches/2009/10/united-nations-expert-adequate-housing-calls-immediate-attention,Backfilled (auto),OHCHR official statement and UN Digital Library record direct primary source ret,no,,CL-646,1,backfill-2026-07
RES-0434,https://www.chrc-ccdp.gc.ca/sites/default/files/documents/final-report-federal-housing-advocate-s-review-of-encampments_0.pdf,Backfilled (auto),Canadian Human Rights Commission direct primary source retrieval of both the 202,no,,CL-647,1,backfill-2026-07
RES-0435,https://emergency.unhcr.org/emergency-assistance/shelter-camp-and-settlement/shelter-and-housing/emergency-shelter-solutions-and-standards,Backfilled (auto),UNHCR SPHERE implementation guide and Toronto Shelter Standards direct primary s,no,,CL-648,1,backfill-2026-07
RES-0436,https://ca.vlex.com/vid/housing-services-act-2011-751580241,Backfilled (auto),Direct statutory text retrieval of the Housing Services Act 2011,no,,CL-649,1,backfill-2026-07
RES-0437,https://homelessnesslearninghub.ca/wp-content/uploads/2025/02/CERP-Summary-Toronto-ON.pdf,Backfilled (auto),Toronto Community Encampment Response Plan official summary document direct prim,no,,CL-651;CL-652,2,backfill-2026-07
RES-0438,https://www.oecd.org/en/publications/oecd-toolkit-to-combat-homelessness_0fec780e-en/full-report/long-term-housing-solutions-housing-led-and-housing-first_db4e15b1.html,Backfilled (auto),OECD direct primary source retrieval of the Toolkit to Combat Homelessness full ,no,,CL-654;CL-658;CL-758,3,backfill-2026-07
RES-0439,https://www.toronto.ca/wp-content/uploads/2022/02/948f-Toronto-Housing-Charter-2020.pdf,Backfilled (auto),City of Toronto direct primary source retrieval cross-verified against CBC cover,no,,CL-655;CL-659,2,backfill-2026-07
RES-0440,https://www.parl.ca/legisinfo/en/bill/45-1/c-205,Backfilled (auto),Parliament of Canada LEGISinfo direct primary source retrieval,no,,CL-656;CL-660,2,backfill-2026-07
RES-0441,https://www.toronto.ca/legdocs/mmis/2026/bu/comm/communicationfile-202433.pdf,Backfilled (auto),Direct retrieval of the exact URL cited by the external report,no,,CL-661,1,backfill-2026-07
RES-0442,https://www.ohchr.org/en/documents/thematic-reports/ahcr6143add3-domicide-mass-destruction-housing-and-civilian,Backfilled (auto),OHCHR direct primary source retrieval,no,,CL-662,1,backfill-2026-07
RES-0443,https://www.cbc.ca/news/politics/immigration-thirty-thousand-ineligible-asylum-9.7158489,Backfilled (auto),CBC and visaverge.com direct primary source retrieval already verified in an ear,no,,CL-664;CL-756,2,backfill-2026-07
RES-0444,https://www.tdin.ca/,Backfilled (auto),Toronto Drop-In Network direct primary source retrieval cross-referenced against,no,,CL-666,1,backfill-2026-07
RES-0445,https://secure.toronto.ca/council/agenda-item.do?item=2023.EC3.13,Backfilled (auto),"City of Toronto press release and TMMIS agenda item, cross-confirmed via Globe a",no,,CL-667,1,backfill-2026-07
RES-0446,https://www.cbc.ca/news/canada/toronto/toronto-election-donations-fitzrovia-chris-moise-1.7324548,Backfilled (auto),CBC News direct investigation of financial disclosures,no,,CL-668,1,backfill-2026-07
RES-0447,https://acorncanada.org/wp-content/uploads/2021/10/Who-Controls-Toronto-People-or-Developer-0.pdf,Backfilled (auto),ACORN Canada direct primary source PDF retrieval,no,,CL-669,1,backfill-2026-07
RES-0448,https://www.charityintelligence.ca/charity-details/480-calgary-drop-in,Backfilled (auto),Charity Intelligence calculation from Calgary Drop-In and Rehab Centre Society C,no,,CL-673,1,backfill-2026-07
RES-0449,https://policyoptions.irpp.org/magazines/december-2023/homelessness-strategies-should-reflect-patterns-of-shelter-use/,Backfilled (auto),Policy Options IRPP direct primary source retrieval,no,,CL-674;CL-675,2,backfill-2026-07
RES-0450,https://pub-ottawa.escribemeetings.com/filestream.ashx?DocumentId=234707,Backfilled (auto),City of Ottawa council document direct primary source retrieval,no,,CL-676,1,backfill-2026-07
RES-0451,https://www.charityintelligence.ca/charity-details/780-mission-old-brewery,Backfilled (auto),Direct search across Mission Old Brewery Charity Intelligence data and BC Housin,no,,CL-677,1,backfill-2026-07
RES-0452,https://www.canadahelps.org/en/charities/john-howard-society-of-toronto/,Backfilled (auto),CanadaHelps and CRA charity registry cross-referenced directly,no,,CL-678,1,backfill-2026-07
RES-0453,https://www.charitydata.ca/charity/fife-house-foundation-inc/130401573RR0001/,Backfilled (auto),Fife House own site and charitydata.ca cross-referenced directly,no,,CL-679,1,backfill-2026-07
RES-0454,https://ca.linkedin.com/company/nativechild,Backfilled (auto),Childrens Aid Foundation of Canada LinkedIn announcement cross-referenced agains,no,,CL-680,1,backfill-2026-07
RES-0455,https://www.conccommunity.org/shelters-and-housing/,Backfilled (auto),CONC own website direct primary source retrieval,no,,CL-681,1,backfill-2026-07
RES-0456,https://secure.toronto.ca/council/agenda-item.do?item=2024.CC24.2,Backfilled (auto),City of Toronto direct primary source agenda item and staff report,no,,CL-682,1,backfill-2026-07
RES-0457,https://www.cbc.ca/news/canada/toronto/warming-centre-rejects-motion-1.6741544,Backfilled (auto),CBC News direct primary reporting cross confirmed across five additional indepen,no,,CL-683,1,backfill-2026-07
RES-0458,https://www.thetrillium.ca/news/health/ontario-shutting-down-supervised-consumption-sites-without-assessing-harm-to-drug-users-auditor-9897812,Backfilled (auto),The Trillium direct reporting on Ontario Auditor General Shelley Spence opioid s,no,,CL-685,1,backfill-2026-07
RES-0459,https://www.guelphtoday.com/local-news/ontario-shutting-down-supervised-consumption-sites-without-assessing-harm-auditor-9898447,Backfilled (auto),Guelph Today direct reporting on the Auditor General report specific statistics,no,,CL-686,1,backfill-2026-07
RES-0460,https://www.torontotoday.ca/local/city-hall/four-doug-ford-hart-hubs-open-toronto-what-are-they-10755292,Backfilled (auto),TorontoToday direct site visit journalism,no,,CL-687,1,backfill-2026-07
RES-0461,https://secure.toronto.ca/council/agenda-item.do?item=2024.BA96.3,Backfilled (auto),City of Toronto Chief Procurement Officer bid award report direct primary source,no,,CL-689,1,backfill-2026-07
RES-0462,https://www.ontario.ca/page/public-sector-salary-disclosure,Backfilled (auto),Ontario Sunshine List direct primary source provided by user,no,,CL-690,1,backfill-2026-07
RES-0463,https://www.toronto.ca/legdocs/mmis/2026/bu/comm/communicationfile-202093.pdf,Backfilled (auto),"Citizen submission to Toronto 2026 Budget Committee, an advocacy document not a ",no,,CL-691;CL-692,2,backfill-2026-07
RES-0464,https://www.toronto.ca/news/city-of-toronto-update-on-shelter-system-capacity-pressures/,City of Toronto primary govt (not yet ingested),"City of Toronto news release, shelter system capacity pressures update",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0466,https://www.toronto.ca/wp-content/uploads/2021/06/9633-10PointShelterHarmReduction210528AODA.pdf,City of Toronto primary govt (Toronto Public Health/The Works),"10-Point Shelter Harm Reduction plan, March 2021 - read in full, ingested into HMK-004, connects to REC S-06 and REC M-13",yes,,CL-709,1,2026-07-02-user-provided-toronto-urls
RES-0467,https://www.toronto.ca/legdocs/mmis/2025/au/bgrd/backgroundfile-253179.pdf,City of Toronto primary govt (not yet ingested),"2025 Auditor General background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0468,https://www.toronto.ca/legdocs/mmis/2020/ph/bgrd/backgroundfile-145692.pdf,City of Toronto primary govt (not yet ingested),"2020 Planning and Housing Committee background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0469,https://www.toronto.ca/community-people/employment-social-support/support-for-people-in-financial-need/assistance-through-ontario-works/policies-and-procedures/housing-stabilization-fund/,City of Toronto primary govt (not yet ingested),Housing Stabilization Fund policy/procedure page,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0470,https://www.toronto.ca/legdocs/mmis/2025/au/comm/communicationfile-197730.pdf,City of Toronto primary govt (not yet ingested),"2025 Auditor General communication file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0471,https://www.toronto.ca/wp-content/uploads/2019/04/97be-Homelessness-QuickFacts2017.pdf,City of Toronto primary govt (not yet ingested),Homelessness QuickFacts 2017 - historical baseline document,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0472,https://www.toronto.ca/city-government/data-research-maps/research-reports/housing-and-homelessness-research-and-reports/,City of Toronto primary govt (not yet ingested),City housing and homelessness research reports landing page,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0473,https://www.toronto.ca/legdocs/mmis/2026/bu/comm/communicationfile-204417.pdf,City of Toronto primary govt (not yet ingested),Right to Housing Toronto submission to 2026 Budget Committee - confirmed exists via BU12.1 fetch,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0474,https://www.toronto.ca/city-government/data-research-maps/research-reports/housing-and-homelessness-research-and-reports/shelter-census/,City of Toronto primary govt (not yet ingested),Shelter census data page - likely already used elsewhere,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0476,https://www.toronto.ca/community-people/housing-shelter/,City of Toronto primary govt (not yet ingested),Housing and shelter main landing page,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0477,https://www.toronto.ca/community-people/housing-shelter/homeless-help/about-torontos-shelter-system/developing-shelter-sites/,City of Toronto primary govt (not yet ingested),Developing shelter sites page - potentially relevant to Task D ward-level inventory,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0478,https://www.toronto.ca/community-people/housing-shelter/homeless-help/about-torontos-shelter-system/developing-shelter-sites/new-shelter-design/,City of Toronto primary govt (not yet ingested),New shelter design page - potentially relevant to Task D,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0479,https://www.toronto.ca/legdocs/mmis/2025/ec/bgrd/backgroundfile-258384.pdf,City of Toronto primary govt (not yet ingested),"2025 Economic and Community Development Committee background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0480,https://www.toronto.ca/legdocs/mmis/2026/ec/bgrd/backgroundfile-286281.pdf,City of Toronto primary govt (not yet ingested),"2026 Economic and Community Development Committee background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0481,https://www.toronto.ca/community-people/community-partners/social-housing-providers/rgi-maximum-shelter-allowance-program-admin/,City of Toronto primary govt (not yet ingested),RGI Maximum Shelter Allowance program administration page,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0482,https://www.toronto.ca/legdocs/mmis/2025/ec/bgrd/backgroundfile-257203.pdf,City of Toronto primary govt (not yet ingested),"2025 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0484,https://www.toronto.ca/wp-content/uploads/2020/04/94f0-housing-to-2020-2030-action-plan-housing-secretariat.pdf,City of Toronto primary govt (not yet ingested),HousingTO 2020-2030 Action Plan PDF - likely already covered in HMK-004,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0485,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261172.pdf,City of Toronto primary govt (not yet ingested),"2026 budget background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0486,https://secure.toronto.ca/council/report.do?meeting=2025.CC33&type=agenda,City of Toronto primary govt (not yet ingested),2025.CC33 council meeting agenda - full sweep not yet done,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0487,https://secure.toronto.ca/council/agenda-item.do?item=2025.EX27.1,City of Toronto primary govt (not yet ingested),"2025.EX27.1 agenda item, subject unconfirmed",no,,CL-736,1,2026-07-02-user-provided-toronto-urls
RES-0488,https://www.toronto.ca/wp-content/uploads/2021/11/9885-Attachment-2-Homelessness-Solutions-Service-Plan.pdf,City of Toronto primary govt (adopted Council 2021.EC25.5),"Homelessness Solutions Service Plan, 2021 - read in full, ingested into HMK-004, foundational TSSS 3-year plan comparable to HousingTO",yes,,CL-708,1,2026-07-02-user-provided-toronto-urls
RES-0525,https://www.toronto.ca/legdocs/mmis/2018/cd/bgrd/backgroundfile-115727.pdf,City of Toronto primary govt (not yet ingested),"2018 Community Development Committee background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0526,https://www.toronto.ca/legdocs/mmis/2012/cd/bgrd/backgroundfile-47119.pdf,City of Toronto primary govt (not yet ingested),"2012 Community Development Committee background file - genuinely old, high novelty likelihood",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0527,https://www.toronto.ca/legdocs/mmis/2015/cc/bgrd/backgroundfile-85309.pdf,City of Toronto primary govt (not yet ingested),"2015 Council background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0528,https://www.toronto.ca/legdocs/mmis/2019/ph/bgrd/backgroundfile-140653.pdf,City of Toronto primary govt (not yet ingested),"2019 Planning and Housing background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0529,https://www.toronto.ca/legdocs/mmis/2022/ec/bgrd/backgroundfile-222834.pdf,City of Toronto primary govt (not yet ingested),"2022 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0530,https://www.toronto.ca/legdocs/mmis/2026/ec/bgrd/backgroundfile-287299.pdf,City of Toronto primary govt (not yet ingested),"2026 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0531,https://www.toronto.ca/legdocs/mmis/2023/ec/bgrd/backgroundfile-235826.pdf,City of Toronto primary govt (not yet ingested),"2023 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0533,https://www.toronto.ca/legdocs/mmis/2025/ex/bgrd/backgroundfile-257087.pdf,City of Toronto primary govt (not yet ingested),"2025 Executive Committee background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0534,https://www.toronto.ca/legdocs/mmis/2023/ec/comm/communicationfile-172934.pdf,City of Toronto primary govt (not yet ingested),"2023 EC communication file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0536,https://www.toronto.ca/legdocs/mmis/2012/cd/bgrd/backgroundfile-47120.pdf,City of Toronto primary govt (not yet ingested),"2012 Community Development background file, companion to backgroundfile-47119",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0540,https://www.toronto.ca/legdocs/mmis/2025/cc/comm/communicationfile-201144.pdf,City of Toronto primary govt (not yet ingested),"2025 Council communication file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0541,https://www.toronto.ca/wp-content/uploads/2025/04/8dc2-2025-Public-Book-TSSS-V1.pdf,City of Toronto primary govt (not yet ingested),TSSS 2025 Public Book V1 - budget detail,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0506,https://www.toronto.ca/legdocs/mmis/2023/ec/bgrd/backgroundfile-239895.pdf,City of Toronto primary govt (not yet ingested),"2023 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0507,https://www.toronto.ca/community-people/community-partners/emergency-shelter-operators/bulletins-directives-funding-submissions-and-shelter-standards/directive-2016-01-invoicing-hostel-services-by-pos-shelters/,City of Toronto primary govt (not yet ingested),"Directive 2016-01: Invoicing Hostel Services by POS Shelters - operational per-diem billing procedure, potentially directly relevant to per-diem research",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0508,https://www.toronto.ca/wp-content/uploads/2018/12/9547-A1600035_TSS_FinalDraft_V3_Dec4_Blue_SimpleAccessible_updated2.pdf,City of Toronto primary govt (not yet ingested),"Toronto Shelter Standards, 2018 draft version",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0509,https://www.toronto.ca/wp-content/uploads/2023/03/9828-Toronto-Shelter-Standards230328AODA.pdf,City of Toronto primary govt (not yet ingested),"Toronto Shelter Standards, 2023 AODA version - likely already used as HMK-005 standards source, needs cross-check",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0510,https://www.toronto.ca/wp-content/uploads/2017/08/94a7-housingcharter_may8.pdf,City of Toronto primary govt (not yet ingested),"Toronto Housing Charter, 2017 - likely already covered in HMK-040 Part 5B, needs cross-check",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0511,https://www.toronto.ca/wp-content/uploads/2017/11/913c-2014-to-2019-housing-stability-service-planning-framework.pdf,City of Toronto primary govt (not yet ingested),Housing Stability Service Planning Framework 2014-2019 - potentially novel historical planning document,no,,,0,2026-07-02-user-provided-toronto-urls
RES-0512,https://www.toronto.ca/wp-content/uploads/2023/08/8e2c-SDTG-2023-Release-FinalJuly-11AODA.pdf,City of Toronto primary govt (not yet ingested),"SDTG 2023 Release - likely already referenced (2023 dating resolved a prior discrepancy per HMK-039), needs cross-check",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0514,https://www.toronto.ca/legdocs/mmis/2021/ec/bgrd/backgroundfile-171730.pdf,City of Toronto primary govt (not yet ingested),"2021 EC background file, subject unconfirmed",no,,,0,2026-07-02-user-provided-toronto-urls
RES-0515,https://ckan0.cf.opendata.inter.prod-toronto.ca/ne/dataset/daily-shelter-occupancy,Backfilled (auto),City of Toronto Daily Shelter Occupancy Open Data cross-referenced against Homes,no,,CL-693;CL-694,2,backfill-2026-07
RES-0516,https://open.toronto.ca/dataset/daily-shelter-overnight-service-occupancy-capacity/,Backfilled (auto),City of Toronto Daily Shelter and Overnight Service Occupancy and Capacity Open ,no,,CL-695;CL-696;CL-705,3,backfill-2026-07
RES-0517,https://open.toronto.ca/dataset/deaths-of-shelter-residents/,Backfilled (auto),City of Toronto Deaths of Shelter Residents Open Data supplied directly,no,,CL-697,1,backfill-2026-07
RES-0518,https://open.toronto.ca/dataset/suspected-opioid-overdoses-in-shelters/,Backfilled (auto),City of Toronto Suspected Opioid Overdoses in Shelters Open Data supplied direct,no,,CL-698,1,backfill-2026-07
RES-0519,https://opseu.org/employers/homes-first-society/,Backfilled (auto),OPSEU direct public statement,no,,CL-701,1,backfill-2026-07
RES-0520,https://www.toronto.ca/legdocs/mmis/2025/ia/bgrd/backgroundfile-259266.pdf,Backfilled (auto),City of Toronto Housing Secretariat direct response to councillor inquiry and co,no,,CL-702,1,backfill-2026-07
RES-0521,https://dixonhall.org/blog-post/dixon-hall-ratifies-new-four-year-collective-agreement-with-cupe-local-2497/,Backfilled (auto),Dixon Hall direct organizational announcement,no,,CL-703,1,backfill-2026-07
RES-0522,https://dixonhall.org/wp-content/uploads/2021/09/Financial-Statements-Dixon-Hall-2019.pdf,Backfilled (auto),Dixon Hall own audited financial statements FY2019 FY2021 FY2022 FY2024 directly,no,,CL-704,1,backfill-2026-07
RES-0523,https://www.ontario.ca/document/ontario-works-policy-directives/612-persons-detained-custody,Backfilled (auto),Ontario government direct primary source policy directives for both OW and ODSP,no,,CL-706,1,backfill-2026-07
RES-0524,https://www.ontariosunshinelist.com/employers/homes-first-society,Backfilled (auto),Independent third party Sunshine List archival tool,no,,CL-707,1,backfill-2026-07
RES-0489,https://secure.toronto.ca/council/agenda-item.do?item=2025.AU8.3,City of Toronto primary govt (Auditor General),"AG audit Warming Centres/Winter Respite financial accountability - CONFIRMED already fully documented in HMK-026, 15 recommendations verified",yes,,,0,2026-07-02-user-provided-council-urls
RES-0490,https://secure.toronto.ca/council/agenda-item.do?item=2025.PH18.6,City of Toronto primary govt (reviewed and integrated),Confirms RHI successor program (AHF Rapid Housing Sub-stream) funding cliff - integrated into HMK-008,yes,,,0,2026-07-02-user-provided-council-urls
RES-0491,https://secure.toronto.ca/council/agenda-item.do?item=2020.PH19.11,City of Toronto primary govt (reviewed and integrated),"Confirms encampment fire deaths (7 since 2010, 216 fires in 2020) - integrated into HMK-021 as a new mortality category",yes,,,0,2026-07-02-user-provided-council-urls
RES-0492,https://secure.toronto.ca/council/agenda-item.do?item=2026.TTC15.5,"City of Toronto primary govt (reviewed, low relevance)","TTC Board item, general platform/transit safety - reviewed, not shelter/homelessness-specific, no integration warranted",yes,,,0,2026-07-02-user-provided-council-urls
RES-0493,https://secure.toronto.ca/council/agenda-item.do?item=2025.GG26.16,City of Toronto primary govt (reviewed and integrated),"Confirms non-competitive catering contract (2790584 Ontario Inc, numbered company) exceeding 5-year threshold - integrated into HMK-027 Part 6",yes,,,0,2026-07-02-user-provided-council-urls
RES-0494,https://secure.toronto.ca/council/agenda-item.do?item=2025.GG26.29,"City of Toronto primary govt (reviewed, low relevance)","Shared grants-portal software contract (SmartSimple) across multiple divisions, not shelter-specific - reviewed, no integration warranted",yes,,,0,2026-07-02-user-provided-council-urls
RES-0532,https://secure.toronto.ca/council/agenda-item.do?item=2025.GG21.3,City of Toronto primary govt (reviewed and integrated),"Confirms A Supreme Nursing and Home Care Services Inc contract, staged value increases - integrated into HMK-027 Part 6",yes,,,0,2026-07-02-user-provided-council-urls
RES-0497,https://secure.toronto.ca/council/agenda-item.do?item=2025.GG21.5,City of Toronto primary govt (reviewed and integrated),"Confirms OnX Enterprise Solutions Ltd wireless infrastructure contract, value increased 6x - integrated into HMK-027 Part 6",yes,,,0,2026-07-02-user-provided-council-urls
RES-0498,https://secure.toronto.ca/council/agenda-item.do?item=2025.CC28.2,City of Toronto primary govt (reviewed and integrated),Major 24-part Council follow-up to Ombudsman refugee-shelter report - integrated into POLICY-001 REC M-12 (corrected a stale 'nothing was done' framing),yes,,,0,2026-07-02-user-provided-council-urls
RES-0535,https://www.toronto.ca/legdocs/mmis/2024/gg/bgrd/backgroundfile-245059.pdf,City of Toronto primary govt (reviewed and integrated),"Major 9-vendor procurement registry (Sunray Group, Toronto Plaza Hotel, Red Cross, Four Points Sheraton, 2790584 Ontario Inc, A.S.P. Incorporated, Verint, Direct Construction, 911 Interpreters) - integrated into HMK-027 Part 6, the strongest single procurement source this library has found",yes,,,0,2026-07-02-user-provided-links
RES-0500,https://torontosun.com/news/local-news/city-shelters-non-competitive-contracts,"Toronto Sun (fetch blocked, genuinely still pending)",Non-competitive shelter contracts story - fetch blocked by site restrictions; substance likely covered by backgroundfile-245059 (RES-0535) instead,no,,,0,2026-07-02-user-provided-links
RES-0537,https://www.thestar.com/news/gta/city-hall/toronto-cancels-contract-with-shelter-security-company-after-wage-theft-lawsuit/article_43e9e56d-ba23-4b51-9e75-fe14810f8f84.html,Toronto Star (blocked - could not fetch),"OCS wage theft contract cancellation story - fetch blocked, substance confirmed via secondary sources (law firm case page, ingested into HMK-027)",partial,,,0,2026-07-02-user-provided-links
RES-0538,https://globalnews.ca/news/11582413/toronto-private-security-guard-costs/,Global News (direct primary reporting),"Full $109M/8-contract private security portfolio, Garda Canada named - fully ingested into HMK-029",yes,,,0,2026-07-02-user-provided-links
