claim_id,short_claim,canonical_metric,value,unit,time_frame,fact_or_inference,confidence_tag,primary_source,source_url,verification_path,notes,evidence_strength,relationship_to
CL-9010734,Investor ownership share of Hamilton CMA condominium apartments,Percent of condo apartments owned by investors,41.6% overall; 53.4% for units built 2016-2020,percent,reported 2022 (StatCan data),fact,VERIFY,"Statistics Canada data, as cited in Mayers, Doucet, Rallis & Babin (2023)",https://www150.statcan.gc.ca/t1/tbl1/en/cv.action?pid=4610007001,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton Census Metropolitan Area (broader than city proper). StatCan table URL given in report footnote 3.,,
CL-9010735,Metrolinx LRT property acquisition: displacement and affordable-unit loss,People displaced and rental units lost due to Metrolinx LRT property acquisition,150 people displaced; 61 units of deeply affordable or market-rate rentals lost,persons / units,as of May 2022,fact,VERIFY,"Hamilton Community Benefits Network, as cited by Taekema (2022), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton. Secondhand citation via Taekema 2022 news article / Hamilton Community Benefits Network.,,
CL-9010736,"Metrolinx LRT property acquisition progress, May 2022",Properties acquired/demolished for LRT construction,60 of approximately 90 required properties acquired; approximately 30 demolished,properties,as of May 2022,fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton.,,
CL-9010737,Hamilton LRT project cost escalation and 2019 cancellation spend,Projected capital cost and pre-cancellation spending,"initial projected cost $1 billion, risen to $2.85 billion by 2019; province had spent over $165 million and acquired 84 properties before halting the project in Nov 2019",CAD / properties,2010s-November 2019,fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton. Provincial government (Ontario) abruptly cancelled the project in November 2019 citing rising costs, before its 2021 revival.",,
CL-9010738,"Hamilton LRT project revived capital funding commitment, 2021",Combined federal + provincial capital funding commitment for Hamilton LRT,"$3.4 billion total (announced as $1.7 billion federal, split evenly with the province)",CAD,May-September 2021,fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton. Operational costs to be covered by the City of Hamilton; MOU with Metrolinx/Ontario Ministry of Transportation ratified by City Council 9-6 in June 2021; joint funding announcement referenced again in relation to the Sept 15, 2021 council ratification.",,
CL-9010739,Hamilton Vacant Unit Tax adoption,Municipal vacant-home tax policy,"approved June 2022; effective starting 2024, taxing residential properties unoccupied 6+ months in the previous year",N/A (policy),"approved June 2022, in force starting 2024",fact,VERIFY,"City of Hamilton, as cited in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton.,,
CL-9010740,"Hamilton vacant-unit rental affordability (CMHC, Jan 2022)",Share of vacant rental units affordable at 40th income percentile,"only 1 in 7 vacant units affordable to renters at the 40th income percentile; virtually no units available to low-income renters earning ~$25,000",ratio / income threshold,as of CMHC January 2022 rental market report,fact,VERIFY,"Canada Mortgage and Housing Corporation (CMHC), as cited by Mitchell (2022b), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton (primary rental market). Secondhand citation via Mitchell 2022b news article.,,
CL-9010741,Hamilton vacant vs. occupied one-bedroom rent gap during rent-freeze period,Percent rent premium on vacant vs. occupied one-bedroom units,vacant one-bedroom units offered at ~9% higher rent than occupied units,percent,"CMHC January 2022 rental market report, covering the Ontario rent-freeze period (through Dec 31, 2021)",fact,VERIFY,"CMHC January 2022 rental market report, as cited by Mitchell (2022b), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton. Distinct data point from the 40th-percentile affordability claim above though drawn from the same CMHC report/news citation.,,
CL-9010742,"Ontario 'own use' eviction filings at Landlord and Tenant Board, 2022",Count of 'own use' eviction notice filings at the LTB,"1,269 filings Jan-Oct 2022, up from 762 in all of 2021; close to the all-time annual high of 1,274 in 2019",count of filings,"January-October 2022, compared to 2021 and 2019",fact,VERIFY,"Ontario Landlord and Tenant Board data, as cited by Gibson (2022), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Ontario-wide (ca/on), not Hamilton-specific -- cited in this Hamilton report as broader context for renoviction/eviction trends. Secondhand citation via Gibson 2022 news article.",,
CL-9010743,"Hamilton food bank use and food insecurity, 2016",Monthly food bank users and household food insecurity rate,"nearly 20,000 Hamiltonians access food banks monthly; nearly 12% of Hamilton households report food insecurity due to income",persons / percent,as of 2016,fact,VERIFY,"City of Hamilton and Hamilton Roundtable for Poverty Reduction, as cited by Hamilton Family Health Team (2016), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton. Secondhand citation via Hamilton Family Health Team 2016.,,
CL-9010744,Ontario-wide condominium unit size shrinkage (MPAC 2022),Percent change in average condo/detached home size over 25 years,Ontario condos 35% smaller on average than 25 years ago; average detached home 25% larger,percent,"2022 report, covering a 25-year period",fact,VERIFY,"Municipal Property Assessment Corporation (MPAC) 2022 study, as cited in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Ontario-wide (ca/on). Secondhand citation via MPAC 2022 report (Mitchell, 2022a).",,
CL-9010745,"Hamilton condo unit size shrinkage, MPAC 2022",Median condo unit size change over 25 years,"shrank 40% over 25 years, from 1,231 sq ft to 744 sq ft",square feet / percent,"2022 report, covering a 25-year period",fact,VERIFY,"Municipal Property Assessment Corporation (MPAC) 2022 study, as cited in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton, noted in the report as below the provincial average shrinkage rate.",,
CL-9010746,"Hamilton average home sale prices by type, September 2022",Average home sale price by housing type,"citywide average $792,767; detached $877,000; semi-detached/townhouse $697,000; condo apartment $465,000",CAD,as of September 2022,fact,VERIFY,"Realtors Association of Hamilton-Burlington data, as cited by WOWA (2022a), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton. Report also notes comparably-sized London, Ontario (population 404,699) had a lower average detached-home price of $683,509 (WOWA, 2022b) -- included for context, not a separate claim.",,
CL-9010747,Hamilton short-term rental (Airbnb) host scale,Active short-term rental hosts and listing characteristics,898 active short-term rental hosts; 92% posted on Airbnb pre-pandemic; typical host age 45; 61% of listings are entire homes/apartments,count / percent / years,reported 2022 (pre-pandemic baseline referenced),fact,VERIFY,"as cited by Moro (2022b), reported in Mayers, Doucet, Rallis & Babin (2023)",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton. Secondhand citation via Moro 2022b news article.,,
CL-9010748,Ontario 2018 rent control exemption for new/vacant units,Rent control coverage policy,"rent control applies only to rental units created or occupied before November 15, 2018; units built after that date are permanently exempt from rent control; no rent control applies when a unit becomes vacant",N/A (policy),"enacted 2018 (Doug Ford government), ongoing",fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Ontario-wide (ca/on) policy, cited within this Hamilton-focused report. Well-established provincial policy fact; checked against ledger for duplicates with no exact match found, but likely to already exist or be added elsewhere given how widely cited -- flagged for adjudication if a near-duplicate surfaces from another source.",,
CL-9010749,Hamilton LRT resident interview study scope and tenure split,Study sample size and homeowner/renter composition,"106 residents interviewed, living within 1 km of the planned LRT corridor; 68% homeowners, 32% renters; conducted more than a year before construction began",persons / percent,fieldwork prior to March 2022 (report published March 2023),fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton. This is the study's own methodology/sample description, included as context for citing the report's qualitative findings elsewhere; authors note the sample skewed white and highly educated relative to the corridor population, a stated limitation.",,
CL-9010750,Renter vs. owner perceptions of LRT-driven cost-of-living and home-value effects,"Percent of participants citing rising cost of living as a concern / increased home values as a benefit, by tenure",rising cost of living along the corridor cited as a concern by 35% of tenant participants vs 17% of owner participants; increase in home values cited as a benefit by 0% of tenants vs 19% of owners,percent,"study fieldwork, published March 2023",fact,VERIFY,"Mayers, Doucet, Rallis & Babin (2023), Table 6.1, Experiencing urban change along Hamilton's LRT corridor",https://www.hamiltoncommunityfoundation.ca/wp-content/uploads/2023/09/2023-Mayers-et-al-experiencing-urban-change-Hamilton-LRT.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0995/extracted.md (confirmed against registry row RES-0995); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Jurisdiction: Hamilton. Based on n=106 (34 renters, 72 owners); this is the study's own primary survey finding, not a secondhand citation.",,
CL-9010751,"Hamilton's November 2021 Point-in-Time Connection (PiTC) count identified 545 individuals experiencing homelessness, up from 338 in the 2018 survey",point_in_time_homeless_count,545 (Nov 2021); 338 (2018),individuals,November 2021 count; 2018 count for comparison,fact,VERIFY,"City of Hamilton, Healthy & Safe Communities Department, Everyone Counts 2021 Canada's National Point in Time Count: Initial Hamilton Results (City Wide) (2 March 2021), cited in van Wagner, Case Study: Hamilton (OFHA, 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Report notes this is likely an undercount due to known PiT-count limitations. Note the underlying city report is dated March 2021 but reports results of the Nov 2021 count -- possible date/version quirk worth flagging if this is Verified against the primary city PDF directly.,,
CL-9010752,People living unsheltered/in encampments in Hamilton rose from 34 (2016) and 25 (2018) to 95 in the 2021 PiTC survey,unsheltered_encampment_population_count,34 (2016); 25 (2018); 95 (2021),individuals,"2016, 2018, 2021 PiT counts",fact,VERIFY,"City of Hamilton, Healthy & Safe Communities Department, Everyone Counts 2021 report, cited in van Wagner, Case Study: Hamilton (OFHA, 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Jurisdiction: Hamilton. Directly demonstrates growth in unsheltered/encampment homelessness across three PiT survey cycles.,,
CL-9010753,The pandemic was cited as a factor in the most recent housing loss for 77 of the 545 individuals surveyed in Hamilton's Nov 2021 PiTC count,pandemic_attributed_housing_loss,77 of 545,individuals,November 2021,fact,VERIFY,"City of Hamilton, Healthy & Safe Communities Department, Everyone Counts 2021 report, cited in van Wagner, Case Study: Hamilton (OFHA, 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Top reasons for housing loss cited in the same survey: lack of income, conflict with landlords, unfit/unsafe housing conditions.",,
CL-9010754,The City of Hamilton's Public Works Department budget documentation showed 262 'encampment cleanups' undertaken at 60 unique sites in 2021 alone,encampment_cleanup_count,262 cleanups at 60 unique sites,count,2021,fact,VERIFY,"Cited via Taekema & Leck, 'It makes you feel worthless,' CBC News (23 Feb 2022), referencing City of Hamilton Public Works Department budget data",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Secondhand citation (via CBC reporting on City budget documents), not a direct City primary-source figure in this report.",,
CL-9010755,"The City of Hamilton's Street Outreach had interacted with 506 individuals living in encampments since the start of the pandemic (Q3 2021 data snapshot); of 431 who accessed shelter, only 15% were housed",encampment_outreach_shelter_housing_outcomes,506 interacted; 431 accessed shelter; 15% housed,individuals / percent,start of pandemic through Q3 2021,fact,VERIFY,"City of Hamilton, Housing Services Division, third quarter 2021 data snapshot, presented to Emergency & Community Services Committee, Meeting 20-004 (Addendum, 13 July 2020 doc series)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Report notes the City provided no data on how many of those housed later returned to encampments or what supports were provided; one encampment resident (Gord Smythe) is separately quoted estimating 25% return-to-encampment rate after losing housing -- that specific 25% figure is a resident's own estimate, not City data, and is not separately extracted as its own claim.",,
CL-9010756,The City of Hamilton's own report indicated encampment residents interacted with by Street Outreach were experiencing an average of 2.6 years of homelessness,average_duration_of_homelessness_encampment_residents,2.6,years (average),as of the City's Q3 2021 data snapshot,fact,VERIFY,"City of Hamilton, Healthy & Safe Communities Department report, cited in van Wagner, Case Study: Hamilton (OFHA, 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Cited as evidence many encampment residents are experiencing chronic homelessness with complex needs and barriers to retaining housing.,,
CL-9010757,"The share of Hamilton PiTC survey respondents identifying as a woman rose to 53% in 2021, up from 32% in 2018 and 28% in 2016",pit_count_gender_share_women,53% (2021); 32% (2018); 28% (2016),percent,"2016, 2018, 2021 PiT counts",fact,VERIFY,"Hamilton PiTC survey results, cited via Moro, 'Women spike in Hamilton point-in-time homeless count,' The Hamilton Spectator (7 March 2022) and Carreño Rosas, CBC News (8 March 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Report notes advocates/shelter operators believe PiTC surveys have historically undercounted women due to higher rates of hidden homelessness.,,
CL-9010758,The City of Hamilton reported a 150% increase in overnight emergency shelter stays at the YWCA in the first year of the pandemic,ywca_shelter_stay_increase,150,percent increase,first year of pandemic (approx. March 2020-March 2021),fact,VERIFY,"City of Hamilton figure, cited via Teviah Moro, 'COVID-19: Hamilton to extend pandemic measures for shelter system,' The Hamilton Spectator (4 June 2021)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Same source also states Carole Anne's Place (women's housing service) saw an average increase of 22 women new to the shelter system each month over the same period.,,
CL-9010759,"23% of respondents to the 2021 Hamilton PiTC survey identified as Indigenous, similar to 22% in 2018 and down slightly from 28% in 2016",pit_count_indigenous_share,23% (2021); 22% (2018); 28% (2016),percent,"2016, 2018, 2021 PiT counts",fact,VERIFY,"City of Hamilton, Healthy & Safe Communities Department, Everyone Counts 2021 report",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Report frames this as demonstrating continued disproportionate/over-representation of Indigenous people among Hamilton's homeless population.,,
CL-9010760,"In November 2021, the Hamilton Regional Indian Centre's executive director stated the Centre had been in touch with 178 Indigenous people experiencing homelessness in October [2021]",indigenous_homeless_individuals_contacted,178,individuals,October 2021 (reported November 2021),fact,VERIFY,"Audrey Davis, Executive Director, Hamilton Regional Indian Centre, quoted via Bobby Hristova, CBC News (24 November 2021)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Secondhand citation via CBC reporting of a direct quote/statement from the Centre's director.,,
CL-9010761,Hamilton's emergency shelter system added 162 beds to its existing 341 (shelter hotels and other temporary sites) between April 2020 and March 2021; as of April 2022 there were 693 beds in the emergency shelter system,emergency_shelter_bed_count,341 pre-expansion + 162 added (Apr 2020-Mar 2021); 693 total as of April 2022,beds,April 2020-March 2021 expansion; snapshot as of April 2022,fact,VERIFY,"Teviah Moro, 'COVID-19: Hamilton to extend pandemic measures for shelter system,' The Hamilton Spectator (4 June 2021); City of Hamilton Housing and Homelessness Dashboard (accessed 9 July 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Report separately notes that despite this expansion, average shelter length-of-stay rose 18% in 2020, and a 2021 Housing Services Division report to Council stated 'the over-capacity in the shelter system and extent of hotel overflow is not sustainable' -- interpretive caveat, not extracted as a separate numeric claim.",,
CL-9010762,"Between April 2020 and March 2021, the City of Hamilton housed 741 people in 319 households",households_housed_count,741 people in 319 households,people/households,April 2020-March 2021,fact,VERIFY,"City of Hamilton figure, cited via Teviah Moro, 'COVID-19: Hamilton to extend pandemic measures for shelter system,' The Hamilton Spectator (4 June 2021)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",,,
CL-9010763,"During the Omicron surge, Hamilton's shelter system capacity was 548 spaces, and in January 2022 the Shelter Health Network operated only 15 isolation beds at the sole designated isolation site for unhoused people",shelter_capacity_and_isolation_beds_omicron,548 shelter spaces; 15 isolation beds,beds/spaces,December 2021-January 2022 (Omicron surge),fact,VERIFY,"Teviah Moro, 'Shelters struggle amid outbreaks,' The Hamilton Spectator (12 January 2022); Teviah Moro, 'Hamilton Shelters Halt Admissions Amid COVID-19 Outbreaks,' The Hamilton Spectator (7 January 2022)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",Report states the City did not open any surge isolation sites despite hundreds of shelter residents testing positive during this period.,,
CL-9010764,"The Bylaw Enforcement Protocol (negotiated Sept 2020) required 14 days' notice for encampment removals, used the VI-SPDAT vulnerability assessment tool to score residents' acuity, and exempted higher-acuity residents from the 14-day timeline (subject to size/location restrictions of no more than 5 people per site)",bylaw_enforcement_protocol_terms,14-day notice period; VI-SPDAT assessment; max 5 people per exempted encampment site,N/A,in effect September 2020-August 2021,fact,VERIFY,"City of Hamilton Encampment Response Team, 'By-law enforcement protocol' (30 September 2020)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.","Protocol resulted from the negotiated settlement of the Bailey et al. v City of Hamilton injunction (see separate litigation claim). Council voted to repeal the Protocol effective with three weeks' notice on August 9, 2021.",,
CL-9010765,"Higher-acuity encampment residents (per VI-SPDAT scoring) represented between 25% and 30% of encampment residents and, overall, 8% of Hamilton's total homeless population, per a City of Hamilton news release",high_acuity_share_of_encampment_and_homeless_population,25-30% of encampment residents; 8% of total homeless population,percent,as of October 2020 City news release,fact,VERIFY,"City of Hamilton, News Release, 'City encampment bylaw in effect starting today' (7 October 2020)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",,,
CL-9010766,"The City of Hamilton's own report on emergency services at encampments recorded 502 police events between October 1, 2020 and August 31, 2021 at six known encampment locations",police_events_at_encampments,502,police events,"October 1, 2020-August 31, 2021",fact,VERIFY,"City of Hamilton, Planning and Economic Development Department, 'Encampment Response Update' (9 September 2021)",https://homelesshub.ca/wp-content/uploads/2024/04/Hamilton_encampments_case_study-EN_1.pdf,"Lane M mining pass (MarshCd, Claude Code Desktop, 2026-07-09): read directly from archived extraction at sources/.../RES-0998/extracted.md (confirmed against registry row RES-0998); confidence_tag VERIFY pending a full Verify three-check pass, not yet independently confirmed.",The City's own report acknowledges these events are 'not necessarily due to the presence of encampments' and can include events related to trespassing triggered by the enforcement model itself -- report treats the raw count as fact but the causal framing as the City's own caveat.,,
